customer_id,signup_date,initial_plan,internet_service,payment_method,acquisition_channel,cac
5597-GLBUC,2023-12-01,Month-to-month,Fiber optic,Electronic check,paid_search,130.59
7278-CKDNC,2022-01-01,Month-to-month,Fiber optic,Electronic check,paid_social,192.84
2748-MYRVK,2018-10-01,One year,Fiber optic,Bank transfer (automatic),paid_search,162.37
8450-UYIBU,2021-02-01,Month-to-month,DSL,Electronic check,organic,38.27
2969-VAPYH,2018-06-01,One year,DSL,Credit card (automatic),organic,49.54
4822-YCXMX,2021-12-01,Month-to-month,Fiber optic,Electronic check,organic,44.32
7181-OQCUT,2022-04-01,Month-to-month,Fiber optic,Mailed check,organic,50.49
8474-UMLNT,2022-12-01,Month-to-month,DSL,Bank transfer (automatic),organic,28.42
9821-POOTN,2021-02-01,Month-to-month,Fiber optic,Electronic check,paid_search,136.87
3836-FZSDJ,2018-02-01,Two year,No,Bank transfer (automatic),paid_search,128.66
9142-XMYJH,2021-08-01,Month-to-month,No,Credit card (automatic),paid_search,139.0
6559-ILWKJ,2018-02-01,Two year,DSL,Electronic check,referral,56.49
0187-QSXOE,2023-06-01,Month-to-month,Fiber optic,Electronic check,referral,48.64
7733-UDMTP,2019-04-01,Month-to-month,DSL,Electronic check,organic,29.75
2649-HWLYB,2018-08-01,Two year,DSL,Bank transfer (automatic),paid_social,225.96
5214-CHIWJ,2021-10-01,One year,No,Mailed check,organic,72.43
4229-CZMLL,2023-07-01,Month-to-month,Fiber optic,Electronic check,referral,30.43
6904-JLBGY,2018-01-01,Two year,Fiber optic,Credit card (automatic),paid_search,120.19
2465-BLLEU,2023-12-01,Month-to-month,No,Mailed check,organic,39.86
1685-VAYJF,2023-02-01,Month-to-month,DSL,Credit card (automatic),paid_social,174.62
8874-EJNSR,2020-10-01,Two year,No,Mailed check,referral,72.82
6917-YACBP,2019-02-01,Month-to-month,Fiber optic,Electronic check,referral,72.41
5049-MUBWG,2021-11-01,One year,DSL,Bank transfer (automatic),organic,37.47
4223-WOZCM,2023-11-01,Month-to-month,DSL,Mailed check,organic,41.82
0769-MURVM,2018-01-01,Two year,DSL,Bank transfer (automatic),paid_search,168.87
9253-VIFJQ,2018-08-01,One year,DSL,Credit card (automatic),organic,49.84
7030-FZTFM,2018-01-01,Two year,Fiber optic,Credit card (automatic),organic,28.79
9741-YLNTD,2023-07-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_search,154.59
5917-RYRMG,2021-05-01,One year,No,Credit card (automatic),referral,64.11
5120-ZBLAI,2019-11-01,One year,DSL,Bank transfer (automatic),paid_social,221.11
1194-BHJYC,2018-12-01,Two year,DSL,Mailed check,paid_search,163.51
3663-MITLP,2022-10-01,Month-to-month,Fiber optic,Electronic check,paid_search,105.19
0906-QVPMS,2018-01-01,Two year,Fiber optic,Bank transfer (automatic),paid_social,169.59
9025-ZRPVR,2023-04-01,Month-to-month,No,Mailed check,paid_social,225.88
1905-OEILC,2023-12-01,Month-to-month,No,Mailed check,referral,54.05
7858-GTZSP,2023-01-01,Month-to-month,Fiber optic,Electronic check,paid_search,145.73
3285-UCQVC,2020-12-01,Month-to-month,DSL,Credit card (automatic),organic,43.0
6248-BSHKG,2018-12-01,One year,No,Mailed check,organic,39.99
4685-TFLLS,2022-07-01,One year,No,Bank transfer (automatic),organic,46.76
3470-BTGQO,2022-04-01,Month-to-month,DSL,Mailed check,organic,41.94
1209-VFFOC,2018-05-01,Two year,DSL,Mailed check,organic,35.14
8224-DWCKX,2023-01-01,Month-to-month,Fiber optic,Credit card (automatic),organic,31.91
5482-PLVPE,2023-11-01,Month-to-month,DSL,Electronic check,paid_search,119.74
4553-DVPZG,2018-11-01,Month-to-month,Fiber optic,Electronic check,organic,16.77
4902-OHLSK,2021-08-01,Month-to-month,Fiber optic,Electronic check,organic,49.71
6917-IAYHD,2023-12-01,Month-to-month,DSL,Mailed check,referral,63.61
0495-ZBNGW,2023-08-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,26.1
8620-RJPZN,2023-12-01,Month-to-month,No,Electronic check,paid_search,141.12
7572-KPVKK,2018-11-01,Two year,Fiber optic,Electronic check,organic,36.38
2642-MAWLJ,2021-01-01,Two year,No,Bank transfer (automatic),paid_search,170.81
2357-COQEK,2021-09-01,Month-to-month,Fiber optic,Electronic check,organic,56.29
7103-ZGVNT,2018-04-01,One year,DSL,Credit card (automatic),referral,70.25
3737-GCSPV,2023-02-01,Month-to-month,Fiber optic,Credit card (automatic),paid_social,220.29
2027-WKXMW,2018-10-01,Month-to-month,Fiber optic,Electronic check,referral,44.07
7137-NAXML,2022-02-01,One year,No,Bank transfer (automatic),referral,55.13
2428-ZMCTB,2023-03-01,Month-to-month,No,Credit card (automatic),referral,51.59
2961-VNFKL,2018-02-01,Two year,No,Credit card (automatic),organic,36.23
1768-HNVGJ,2020-04-01,Month-to-month,DSL,Electronic check,organic,46.16
6963-KQYQB,2018-03-01,Two year,No,Mailed check,paid_social,200.49
5934-RMPOV,2022-03-01,Month-to-month,Fiber optic,Electronic check,referral,71.15
1207-BLKSA,2019-09-01,Two year,No,Mailed check,paid_search,145.38
4088-YLDSU,2019-06-01,One year,Fiber optic,Electronic check,referral,64.37
8316-BBQAY,2018-08-01,Two year,DSL,Credit card (automatic),paid_social,187.75
1166-PQLGG,2018-01-01,Two year,No,Bank transfer (automatic),organic,38.23
3146-JTQHR,2023-03-01,One year,No,Bank transfer (automatic),referral,40.08
4291-YZODP,2023-06-01,One year,No,Mailed check,referral,50.69
4395-PZMSN,2023-08-01,Month-to-month,Fiber optic,Electronic check,paid_search,134.57
6427-FEFIG,2022-01-01,Two year,DSL,Credit card (automatic),organic,47.0
0017-IUDMW,2018-01-01,Two year,Fiber optic,Credit card (automatic),referral,87.79
8706-HRADD,2022-04-01,Month-to-month,DSL,Mailed check,referral,45.18
9955-QOPOY,2018-04-01,One year,DSL,Credit card (automatic),paid_search,166.96
4385-ZKVNW,2020-05-01,Month-to-month,DSL,Bank transfer (automatic),organic,40.55
5446-DKWYW,2018-12-01,One year,DSL,Electronic check,referral,62.63
2034-CGRHZ,2022-01-01,Month-to-month,Fiber optic,Credit card (automatic),paid_search,164.23
5797-APWZC,2023-12-01,Month-to-month,Fiber optic,Electronic check,paid_search,185.17
3683-QKIUE,2023-07-01,Month-to-month,DSL,Bank transfer (automatic),organic,35.36
4228-ZGYUW,2023-09-01,Month-to-month,Fiber optic,Electronic check,referral,50.48
9031-ZVQPT,2018-01-01,Two year,Fiber optic,Electronic check,organic,53.27
2990-IAJSV,2018-01-01,Two year,DSL,Bank transfer (automatic),referral,79.68
8107-KNCIM,2022-11-01,Month-to-month,Fiber optic,Electronic check,referral,59.28
9027-YFHQJ,2023-06-01,Month-to-month,No,Bank transfer (automatic),paid_social,202.34
5176-LDKUH,2020-01-01,One year,Fiber optic,Electronic check,organic,37.7
4644-OBGFZ,2019-06-01,One year,No,Mailed check,paid_social,144.22
7926-IJOOU,2023-12-01,Month-to-month,No,Credit card (automatic),organic,27.37
6480-YAGIY,2020-04-01,One year,Fiber optic,Credit card (automatic),organic,37.1
4029-HPFVY,2023-10-01,Month-to-month,Fiber optic,Mailed check,organic,45.45
7602-DBTOU,2018-02-01,Two year,No,Mailed check,organic,29.55
5345-BMKWB,2023-05-01,Month-to-month,No,Mailed check,paid_social,206.03
3519-ZKXGG,2023-10-01,Month-to-month,Fiber optic,Electronic check,paid_social,223.31
5457-COLHT,2018-04-01,Two year,DSL,Bank transfer (automatic),paid_social,259.76
6416-TVAIH,2023-12-01,Month-to-month,Fiber optic,Electronic check,referral,53.48
5451-YHYPW,2018-01-01,Two year,Fiber optic,Credit card (automatic),organic,47.83
5108-ADXWO,2023-02-01,Month-to-month,Fiber optic,Electronic check,paid_search,92.45
7998-WNZEM,2018-02-01,Two year,DSL,Bank transfer (automatic),paid_social,202.28
3066-RRJIO,2023-12-01,Month-to-month,Fiber optic,Mailed check,organic,47.63
4664-NJCMS,2021-04-01,Two year,DSL,Bank transfer (automatic),paid_social,213.47
0307-BCOPK,2022-09-01,One year,No,Mailed check,organic,60.67
7629-WFGLW,2019-05-01,One year,Fiber optic,Electronic check,paid_search,147.15
2542-HYGIQ,2023-12-01,Month-to-month,No,Credit card (automatic),referral,41.99
6715-OFDBP,2023-08-01,Month-to-month,DSL,Electronic check,paid_social,265.95
5016-LIPDW,2019-04-01,One year,No,Mailed check,paid_social,277.59
6481-LXPWL,2019-05-01,One year,DSL,Credit card (automatic),organic,34.09
1567-DSCIC,2023-05-01,Month-to-month,Fiber optic,Electronic check,referral,56.45
2150-UWTFY,2022-03-01,Month-to-month,DSL,Mailed check,organic,46.62
6124-ACRHJ,2023-12-01,Month-to-month,No,Mailed check,referral,73.15
9362-MWODR,2020-09-01,Month-to-month,DSL,Credit card (automatic),organic,24.2
9975-GPKZU,2020-03-01,Two year,No,Credit card (automatic),referral,70.72
9625-RZFUK,2018-10-01,Two year,No,Mailed check,referral,39.68
5153-LXKDT,2018-05-01,Two year,Fiber optic,Electronic check,organic,36.23
5161-UBZXI,2018-04-01,Two year,Fiber optic,Credit card (automatic),referral,84.5
1020-JPQOW,2019-05-01,Month-to-month,Fiber optic,Electronic check,paid_social,202.99
7919-ZODZZ,2023-03-01,One year,DSL,Mailed check,organic,41.27
0565-JUPYD,2018-10-01,One year,Fiber optic,Credit card (automatic),paid_social,254.49
6867-ACCZI,2022-01-01,Two year,DSL,Mailed check,referral,56.42
5939-XAIXZ,2022-06-01,Month-to-month,DSL,Mailed check,organic,44.18
9054-FOWNV,2022-03-01,Month-to-month,Fiber optic,Electronic check,paid_social,258.8
2683-BPJSO,2021-08-01,Month-to-month,Fiber optic,Electronic check,referral,43.87
2157-MXBJS,2022-12-01,One year,DSL,Mailed check,referral,62.22
8207-VVMYB,2018-03-01,Two year,No,Bank transfer (automatic),referral,50.57
9732-EQMWY,2019-12-01,Month-to-month,Fiber optic,Electronic check,paid_social,236.65
9360-AHGNL,2020-06-01,One year,Fiber optic,Mailed check,organic,39.73
1087-UDSIH,2023-10-01,Month-to-month,No,Mailed check,organic,39.38
5269-NRGDP,2020-07-01,One year,DSL,Electronic check,organic,34.37
6195-MELTI,2019-04-01,One year,DSL,Mailed check,organic,35.98
5485-WUYWF,2023-11-01,Month-to-month,DSL,Bank transfer (automatic),paid_social,186.25
2121-JAFOM,2018-01-01,Two year,Fiber optic,Credit card (automatic),referral,51.24
8818-DOPVL,2020-03-01,Month-to-month,Fiber optic,Electronic check,paid_search,128.55
2632-UCGVD,2018-07-01,Month-to-month,Fiber optic,Credit card (automatic),paid_social,187.75
5445-PZWGX,2018-11-01,One year,Fiber optic,Electronic check,referral,50.4
1227-UDMZR,2018-01-01,Two year,DSL,Bank transfer (automatic),organic,43.19
5198-HQAEN,2021-02-01,One year,Fiber optic,Electronic check,referral,58.82
9170-CCKOU,2022-08-01,Month-to-month,Fiber optic,Credit card (automatic),referral,52.44
2167-FQSTQ,2018-01-01,Two year,DSL,Electronic check,organic,45.63
2819-GWENI,2021-09-01,One year,No,Mailed check,organic,46.41
1043-YCUTE,2019-05-01,Two year,No,Credit card (automatic),referral,33.64
3814-MLAXC,2021-06-01,Month-to-month,Fiber optic,Credit card (automatic),paid_search,117.1
3572-UUHRS,2020-04-01,One year,No,Bank transfer (automatic),organic,49.82
2692-PFYTJ,2023-12-01,Month-to-month,No,Mailed check,paid_social,238.71
1226-UDFZR,2023-11-01,Month-to-month,DSL,Mailed check,organic,51.67
5955-EPOAZ,2023-07-01,Month-to-month,No,Mailed check,organic,22.95
6821-JPCDC,2020-01-01,One year,Fiber optic,Electronic check,organic,35.24
8815-LMFLX,2021-12-01,Month-to-month,No,Bank transfer (automatic),referral,68.32
9135-HSWOC,2018-09-01,Two year,No,Bank transfer (automatic),referral,52.1
8582-KRHPJ,2019-11-01,Month-to-month,DSL,Mailed check,paid_search,141.84
5811-IWXYM,2019-09-01,One year,Fiber optic,Bank transfer (automatic),paid_social,297.62
7044-YAACC,2023-09-01,Month-to-month,Fiber optic,Electronic check,organic,38.7
8189-XRIKE,2021-05-01,Month-to-month,Fiber optic,Electronic check,paid_social,213.33
1506-YJTYT,2020-04-01,Two year,DSL,Credit card (automatic),referral,78.77
4123-DVHPH,2023-04-01,Month-to-month,Fiber optic,Electronic check,referral,68.51
6425-YQLLO,2018-07-01,One year,Fiber optic,Credit card (automatic),organic,34.07
5442-UTCVD,2023-10-01,Month-to-month,Fiber optic,Electronic check,paid_social,271.96
2228-BZDEE,2019-07-01,Two year,No,Mailed check,referral,69.77
7734-DBOAI,2023-12-01,Month-to-month,DSL,Electronic check,paid_search,109.9
2789-CZANW,2018-09-01,Two year,Fiber optic,Bank transfer (automatic),organic,50.3
2091-RFFBA,2021-06-01,Month-to-month,Fiber optic,Electronic check,paid_search,83.13
2114-MGINA,2022-11-01,Month-to-month,Fiber optic,Mailed check,organic,47.44
7596-LDUXP,2023-01-01,One year,Fiber optic,Credit card (automatic),referral,63.01
3740-RLMVT,2018-06-01,One year,DSL,Bank transfer (automatic),paid_search,116.4
4489-SNOJF,2021-02-01,Month-to-month,DSL,Electronic check,organic,39.23
2192-OZITF,2020-04-01,Two year,DSL,Mailed check,referral,80.3
5651-CPDND,2023-03-01,Month-to-month,DSL,Mailed check,paid_social,282.94
2186-QZEYA,2021-08-01,Month-to-month,DSL,Bank transfer (automatic),organic,41.42
1131-ALZWV,2022-01-01,One year,No,Bank transfer (automatic),referral,55.1
7729-XBTWX,2018-07-01,Two year,No,Mailed check,organic,52.38
9134-WYRVP,2019-10-01,One year,Fiber optic,Mailed check,organic,36.92
3284-SVCRO,2020-04-01,Two year,No,Mailed check,referral,44.76
9732-OUYRN,2019-12-01,One year,No,Credit card (automatic),referral,65.53
0559-CKHUS,2021-08-01,Two year,No,Mailed check,paid_search,132.43
2931-SVLTV,2020-09-01,Month-to-month,Fiber optic,Credit card (automatic),paid_social,177.43
6899-PPEEA,2020-12-01,Month-to-month,Fiber optic,Electronic check,paid_search,185.63
7504-UWHNB,2021-12-01,Month-to-month,Fiber optic,Electronic check,referral,20.0
2582-FFFZR,2022-03-01,Month-to-month,DSL,Electronic check,referral,54.45
8908-NMQTX,2018-01-01,Two year,DSL,Bank transfer (automatic),paid_search,120.93
2187-LZGPL,2023-06-01,Month-to-month,DSL,Credit card (automatic),paid_social,199.23
1431-AIDJQ,2021-04-01,Two year,DSL,Credit card (automatic),paid_search,109.75
6288-LBEAR,2022-02-01,Month-to-month,Fiber optic,Mailed check,referral,63.5
4597-NUCQV,2022-01-01,Month-to-month,Fiber optic,Electronic check,organic,37.24
9019-QVLZD,2023-12-01,Month-to-month,Fiber optic,Electronic check,paid_social,270.04
8413-YNHNV,2018-04-01,Two year,DSL,Mailed check,organic,48.95
5808-TOTXO,2023-10-01,One year,No,Credit card (automatic),referral,53.71
4369-NYSCF,2019-05-01,One year,DSL,Bank transfer (automatic),paid_social,252.1
6333-YDVLT,2018-08-01,One year,Fiber optic,Credit card (automatic),organic,44.76
5324-KTGCG,2018-02-01,One year,No,Electronic check,paid_social,237.77
5599-HVLTW,2022-11-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,53.87
7394-LWLYN,2023-11-01,Month-to-month,Fiber optic,Electronic check,organic,43.8
3707-LRWZD,2021-05-01,One year,Fiber optic,Electronic check,referral,79.67
6873-UDNLD,2020-09-01,Month-to-month,DSL,Electronic check,paid_search,89.53
2700-LUEVA,2023-12-01,Month-to-month,No,Credit card (automatic),referral,71.04
1455-ESIQH,2023-12-01,Month-to-month,Fiber optic,Electronic check,paid_social,218.96
0958-YHXGP,2023-06-01,Month-to-month,Fiber optic,Mailed check,referral,61.92
1101-SSWAG,2022-10-01,Month-to-month,DSL,Electronic check,paid_social,240.49
2979-SXESE,2022-08-01,Month-to-month,Fiber optic,Electronic check,organic,47.44
4013-TLDHQ,2022-06-01,Month-to-month,Fiber optic,Electronic check,organic,35.03
5743-KHMNA,2018-02-01,Two year,No,Bank transfer (automatic),organic,31.25
4194-FJARJ,2019-07-01,Two year,DSL,Bank transfer (automatic),paid_search,130.18
5325-UWTWJ,2021-06-01,Month-to-month,Fiber optic,Credit card (automatic),referral,53.95
3969-GYXEL,2023-02-01,Month-to-month,Fiber optic,Electronic check,paid_search,132.96
9208-OLGAQ,2022-07-01,Month-to-month,Fiber optic,Electronic check,organic,40.17
3244-CQPHU,2018-01-01,Two year,Fiber optic,Bank transfer (automatic),paid_search,142.67
2674-MLXMN,2018-02-01,Month-to-month,Fiber optic,Credit card (automatic),paid_social,198.14
9708-HPXWZ,2023-08-01,Month-to-month,DSL,Credit card (automatic),organic,15.0
6992-TKNYO,2020-11-01,One year,DSL,Credit card (automatic),referral,77.14
4468-YDOVK,2023-08-01,Month-to-month,DSL,Bank transfer (automatic),paid_social,303.39
3754-DXMRT,2023-11-01,Month-to-month,DSL,Electronic check,paid_social,180.63
5792-JALQC,2019-09-01,Two year,DSL,Bank transfer (automatic),paid_social,159.0
7130-VTEWQ,2023-05-01,Month-to-month,Fiber optic,Electronic check,organic,44.17
2200-DSAAL,2018-05-01,Two year,DSL,Electronic check,paid_search,102.82
4302-ZYFEL,2018-04-01,One year,No,Credit card (automatic),organic,49.56
9351-LZYGF,2020-07-01,Month-to-month,DSL,Credit card (automatic),referral,49.63
4366-CTOUZ,2019-11-01,Two year,Fiber optic,Mailed check,paid_search,119.91
6121-VZNQB,2023-12-01,Month-to-month,No,Mailed check,organic,40.99
7903-CMPEY,2023-12-01,Month-to-month,Fiber optic,Electronic check,referral,53.7
1518-OMDIK,2021-04-01,Month-to-month,DSL,Credit card (automatic),referral,71.73
6671-NGWON,2023-06-01,Month-to-month,No,Mailed check,organic,38.14
0595-ITUDF,2018-09-01,Month-to-month,Fiber optic,Electronic check,organic,50.68
6996-KNSML,2023-12-01,Month-to-month,Fiber optic,Electronic check,paid_search,82.28
1955-IBMMB,2019-02-01,Two year,No,Bank transfer (automatic),organic,39.85
0096-BXERS,2023-07-01,Month-to-month,DSL,Electronic check,paid_social,224.34
3806-YAZOV,2023-10-01,Month-to-month,No,Mailed check,paid_social,267.85
7998-ZLXWN,2022-10-01,Month-to-month,No,Credit card (automatic),paid_social,202.82
6253-WRFHY,2022-12-01,One year,DSL,Electronic check,paid_search,143.17
9133-AYJZG,2022-02-01,Month-to-month,Fiber optic,Credit card (automatic),organic,49.65
2675-OTVVJ,2021-06-01,Month-to-month,Fiber optic,Electronic check,organic,61.27
8680-CGLTP,2021-08-01,One year,DSL,Electronic check,referral,69.38
8430-TWCBX,2019-12-01,One year,No,Credit card (automatic),organic,47.19
5018-GWURO,2019-05-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,49.25
6741-QRLUP,2018-10-01,Two year,DSL,Credit card (automatic),paid_social,217.54
4737-HOBAX,2018-10-01,Two year,DSL,Credit card (automatic),paid_social,185.04
0537-QYZZN,2022-01-01,Month-to-month,Fiber optic,Electronic check,paid_search,99.74
3340-QBBFM,2021-01-01,One year,DSL,Credit card (automatic),organic,44.99
1704-NRWYE,2023-04-01,Month-to-month,Fiber optic,Electronic check,paid_social,216.85
2592-SEIFQ,2023-10-01,Month-to-month,DSL,Electronic check,paid_social,185.19
8200-KLNYW,2022-04-01,One year,DSL,Mailed check,referral,91.69
3372-CDXFJ,2022-12-01,One year,No,Bank transfer (automatic),organic,42.67
4781-ZXYGU,2023-12-01,Month-to-month,No,Bank transfer (automatic),organic,42.9
7632-YUTXB,2021-12-01,One year,No,Mailed check,referral,56.78
2718-YSKCS,2018-02-01,Two year,No,Bank transfer (automatic),paid_social,185.65
9896-UYMIE,2018-07-01,One year,Fiber optic,Bank transfer (automatic),organic,40.91
0853-NWIFK,2020-04-01,One year,Fiber optic,Electronic check,referral,30.98
8212-CRQXP,2022-03-01,Month-to-month,Fiber optic,Credit card (automatic),referral,70.35
6980-CDGFC,2018-06-01,One year,No,Bank transfer (automatic),paid_social,169.85
7691-XVTZH,2018-05-01,Two year,Fiber optic,Bank transfer (automatic),organic,50.64
2520-SGTTA,2024-01-01,Two year,No,Mailed check,paid_search,70.3
7481-ATQQS,2019-12-01,Month-to-month,Fiber optic,Credit card (automatic),referral,79.62
2277-VWCNI,2023-09-01,Month-to-month,DSL,Mailed check,paid_search,167.97
1088-CNNKB,2018-10-01,One year,DSL,Credit card (automatic),paid_social,200.92
8642-GVWRF,2023-11-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_social,281.91
1930-BZLHI,2022-04-01,One year,No,Mailed check,paid_social,217.38
3400-ESFUW,2019-06-01,Two year,DSL,Bank transfer (automatic),organic,24.82
5868-YTYKS,2023-12-01,Month-to-month,No,Mailed check,organic,37.7
3525-DVKFN,2022-08-01,Two year,No,Mailed check,organic,46.55
1482-OXZSY,2021-07-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,32.19
0377-JBKKT,2022-03-01,Month-to-month,DSL,Mailed check,organic,39.26
